"artist","track","plays","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_s","liked"
"Drake","4422",3,0.609,0.229,"B",-12.36,"Minor",0.0333,0.558,0.0413,0.113,0.19,111.887,"4/4",186,0
"Drake","5 Am in Toronto",1,0.555,0.88,"B",-4.325,"Minor",0.265,0.0678,0,0.0723,0.391,87.195,"4/4",205,0
"Drake","6 God",2,0.868,0.623,"D",-8.595,"Major",0.101,0.0249,0,0.125,0.498,105.446,"4/4",181,0
"Drake","6 Man",1,0.568,0.535,"E",-9.306,"Major",0.513,0.217,0,0.114,0.326,83.589,"4/4",168,0
"Drake","6PM in New York",1,0.554,0.85,"F",-4.155,"Major",0.251,0.107,0,0.155,0.383,128.429,"3/4",283,0
"Drake","7am On Bridle Path",1,0.724,0.531,"F",-4.108,"Minor",0.298,0.225,0,0.11,0.141,89.901,"4/4",240,0
"Drake","8 Out of 10",4,0.527,0.689,"D",-7.87,"Major",0.741,0.161,0,0.498,0.31,170.538,"4/4",196,0
"Drake","After Dark",3,0.687,0.429,"D",-13.075,"Major",0.192,0.0407,0,0.142,0.336,141.966,"4/4",290,0
"Drake","All Me",41,0.67,0.515,"C#",-6.977,"Major",0.397,0.0705,0,0.25,0.422,122.006,"4/4",271,1
"Drake","Back To Back",2,0.893,0.48,"C#",-3.728,"Minor",0.356,0.00855,0,0.116,0.382,86.976,"4/4",171,0
"Drake","Behind Barz - Bonus",28,0.854,0.554,"G#",-4.684,"Major",0.172,0.769,1.84e-06,0.0749,0.272,142.069,"4/4",163,1
"Drake","Best I Ever Had",1,0.395,0.922,"C#",-2.176,"Major",0.375,0.19,0,0.134,0.558,162.361,"4/4",258,0
"Drake","Big Rings",2,0.776,0.675,"G#",-6.224,"Minor",0.266,0.00196,0,0.227,0.27,131.984,"4/4",218,0
"Drake","Blem",1,0.726,0.535,"G",-7.804,"Minor",0.0476,0.0533,1.38e-05,0.0984,0.375,98.067,"4/4",217,0
"Drake","Blue Tint",53,0.889,0.372,"G",-10.254,"Minor",0.357,0.013,0,0.184,0.123,133.997,"4/4",163,1
"Drake","Can’t Take A Joke",3,0.761,0.598,"A#",-7.249,"Minor",0.182,0.126,0,0.0839,0.446,173.897,"4/4",164,0
"Drake","Champagne Poetry",2,0.423,0.667,"F#",-7.012,"Minor",0.326,0.758,0,0.246,0.496,86.743,"4/4",337,0
"Drake","Chicago Freestyle (feat. Giveon)",42,0.735,0.449,"A#",-7.507,"Major",0.347,0.629,0,0.113,0.0397,122.947,"4/4",220,1
"Drake","Company",2,0.651,0.55,"G",-8.215,"Major",0.0496,0.0403,0,0.165,0.119,107.567,"4/4",253,0
"Drake","Days in the East",1,0.733,0.361,"C#",-11.129,"Major",0.135,0.348,0.000285,0.0942,0.0361,94.902,"4/4",354,0
"Drake","Deep Pockets",4,0.473,0.824,"G",-3.68,"Minor",0.163,0.482,0,0.605,0.374,77.888,"4/4",223,0
"Drake","Demons (feat. Fivio Foreign & Sosa Geek)",4,0.543,0.766,"C",-3.387,"Minor",0.343,0.423,0,0.155,0.729,106.869,"3/4",205,0
"Drake","Desires (with Future)",2,0.812,0.506,"F",-7.706,"Minor",0.116,0.281,0,0.325,0.554,145.074,"4/4",238,0
"Drake","Diplomatic Immunity",56,0.654,0.839,"A",-5.076,"Minor",0.443,0.00531,0,0.308,0.549,74.886,"4/4",256,1
"Drake","Do Not Disturb",1,0.618,0.693,"G",-5.943,"Minor",0.45,0.246,0,0.112,0.454,170.982,"4/4",284,0
"Drake","Don’t Matter To Me",2,0.822,0.318,"A#",-12.391,"Major",0.0575,0.493,0.0128,0.11,0.138,102.998,"4/4",246,0
"Drake","Don’t Matter To Me (with Michael Jackson)",5,0.822,0.318,"A#",-12.391,"Major",0.0575,0.493,0.0128,0.11,0.138,102.998,"4/4",246,0
"Drake","Draft Day",1,0.673,0.81,"G#",-3.793,"Major",0.36,0.0322,0,0.133,0.564,166.084,"4/4",266,0
"Drake","Dreams Money Can Buy",2,0.423,0.587,"F#",-6.635,"Major",0.529,0.765,0,0.114,0.33,180.331,"4/4",254,0
"Drake","Elevate",14,0.758,0.474,"C#",-8.72,"Major",0.147,0.0152,0,0.116,0.0542,76.061,"4/4",185,1
"Drake","Emotionless",6,0.414,0.677,"C#",-5.12,"Major",0.254,0.0248,0,0.0793,0.0853,172.521,"4/4",302,0
"Drake","Energy",2,0.747,0.571,"B",-7.916,"Major",0.478,0.38,0,0.534,0.553,172.104,"4/4",182,0
"Drake","Fake Love",5,0.928,0.481,"A",-9.35,"Minor",0.287,0.105,0,0.176,0.613,134.007,"4/4",211,0
"Drake","Feel No Ways",3,0.582,0.677,"G",-7.081,"Major",0.172,0.0312,6.6e-06,0.122,0.205,193.818,"4/4",241,0
"Drake","Final Fantasy",2,0.5,0.449,"C",-10.977,"Major",0.442,0.422,7.96e-06,0.115,0.104,144.206,"1/4",220,0
"Drake","Finesse",3,0.807,0.319,"C",-8.152,"Minor",0.0581,0.133,0.000338,0.101,0.299,94.992,"4/4",182,0
"Drake","Fire & Desire",1,0.722,0.252,"C#",-14.411,"Minor",0.0761,0.0671,0,0.0852,0.275,79.923,"4/4",238,0
"Drake","From Florida with Love",4,0.787,0.477,"F#",-7.837,"Minor",0.199,0.768,0,0.104,0.476,80.506,"4/4",235,0
"Drake","From Time",2,0.739,0.491,"C#",-9.726,"Minor",0.413,0.626,0,0.126,0.448,94.391,"4/4",322,0
"Drake","Get Along Better",1,0.32,0.466,"G#",-6.77,"Major",0.0374,0.00645,0,0.133,0.338,177.693,"3/4",229,0
"Drake","God's Plan",151,0.754,0.449,"G",-9.211,"Major",0.109,0.0332,8.29e-05,0.552,0.357,77.169,"4/4",199,1
"Drake","Gyalchester",40,0.877,0.391,"C#",-8.196,"Major",0.063,0.0317,0.000502,0.0945,0.122,131.018,"4/4",189,1
"Drake","Headlines",40,0.636,0.566,"F#",-7.16,"Minor",0.106,0.365,0.000353,0.0917,0.425,151.894,"4/4",236,1
"Drake","Hold On, We're Going Home",4,0.777,0.414,"F#",-7.44,"Minor",0.0946,0.00421,2.73e-05,0.0724,0.287,100.002,"4/4",228,0
"Drake","Hotline Bling",41,0.891,0.628,"D",-7.863,"Major",0.0551,0.00258,0.00019,0.0504,0.552,134.966,"4/4",267,1
"Drake","How Bout Now",1,0.789,0.404,"C#",-8.364,"Major",0.23,0.205,0,0.219,0.472,122.062,"4/4",236,0
"Drake","I'm Upset",5,0.899,0.586,"B",-7.866,"Minor",0.343,0.279,0,0.0836,0.492,150.002,"4/4",214,0
"Drake","Ice Melts",1,0.813,0.551,"F#",-7.605,"Minor",0.353,0.08,0,0.386,0.598,124.957,"4/4",251,0
"Drake","In My Feelings",74,0.835,0.626,"C#",-5.833,"Major",0.125,0.0589,6e-05,0.396,0.35,91.03,"4/4",218,1
"Drake","Is There More",4,0.708,0.547,"C#",-7.607,"Major",0.314,0.727,0,0.159,0.549,83.8,"4/4",227,0
"Drake","Jaded",3,0.764,0.271,"C",-5.697,"Major",0.0414,0.037,0,0.175,0.0371,116.019,"4/4",262,0
"Drake","Jumpman",58,0.852,0.553,"C#",-7.286,"Major",0.187,0.0559,0,0.332,0.656,142.079,"4/4",206,1
"Drake","Jungle",29,0.697,0.235,"G",-8.651,"Major",0.0534,0.62,0.000144,0.107,0.378,99.947,"4/4",320,1
"Drake","KMT",1,0.875,0.6,"C#",-6.818,"Major",0.0435,0.0189,0.0143,0.132,0.0906,119.987,"4/4",163,0
"Drake","Know Yourself",2,0.72,0.412,"B",-8.687,"Minor",0.223,0.196,0,0.342,0.179,114.408,"4/4",276,0
"Drake","Landed",47,0.881,0.636,"G",-4.629,"Major",0.287,0.00606,0,0.111,0.715,163.949,"4/4",152,1
"Drake","Laugh Now Cry Later (feat. Lil Durk)",57,0.761,0.518,"C",-8.871,"Major",0.134,0.244,3.47e-05,0.107,0.522,133.976,"4/4",261,1
"Drake","Legend",2,0.714,0.563,"C#",-7.574,"Major",0.0723,0.0266,0,0.0776,0.31,100.091,"4/4",242,0
"Drake","Lemon Pepper Freestyle (feat. Rick Ross)",25,0.77,0.637,"C#",-5.53,"Major",0.345,0.103,0,0.171,0.431,94.966,"4/4",383,1
"Drake","Losses",4,0.551,0.57,"C#",-7.385,"Minor",0.351,0.28,0,0.424,0.505,85.687,"4/4",271,0
"Drake","Love All (with JAY-Z)",1,0.73,0.576,"D",-5.442,"Major",0.287,0.354,3.59e-05,0.15,0.155,92.131,"4/4",228,0
"Drake","Madiba Riddim",1,0.839,0.521,"G",-10.45,"Major",0.166,0.245,0.00545,0.607,0.33,105.992,"4/4",205,0
"Drake","Madonna",2,0.905,0.492,"D",-8.598,"Major",0.0595,0.0149,3.77e-05,0.371,0.142,110.017,"4/4",178,0
"Drake","March 14",4,0.558,0.414,"A#",-7.355,"Minor",0.358,0.405,0,0.36,0.318,127.094,"4/4",310,0
"Drake","Marvins Room",53,0.492,0.26,"A",-17.341,"Minor",0.0921,0.646,0.00178,0.0705,0.312,111.519,"5/4",347,1
"Drake","Mob Ties",55,0.754,0.575,"E",-8.393,"Minor",0.0682,0.045,0.00131,0.276,0.491,86.009,"4/4",205,1
"Drake","Money In The Grave (Drake ft. Rick Ross)",80,0.831,0.502,"A#",-4.045,"Minor",0.046,0.101,0,0.122,0.101,100.541,"4/4",205,1
"Drake","My Side",1,0.549,0.495,"F#",-5.661,"Minor",0.133,0.603,7.26e-06,0.0979,0.385,81.012,"4/4",295,0
"Drake","Nice for What",152,0.585,0.909,"G#",-6.474,"Major",0.0707,0.0891,9.7e-05,0.119,0.758,93.372,"4/4",211,1
"Drake","No Friends In The Industry",1,0.84,0.744,"C#",-4.751,"Major",0.113,0.0181,0,0.629,0.171,83.737,"4/4",204,0
"Drake","No Tellin'",2,0.823,0.467,"C",-10.394,"Minor",0.301,0.543,1.06e-06,0.135,0.618,95.026,"4/4",311,0
"Drake","Nonstop",94,0.912,0.412,"G",-8.074,"Major",0.123,0.0165,0.0126,0.104,0.423,154.983,"4/4",239,1
"Drake","Not You Too (feat. Chris Brown)",3,0.458,0.452,"A",-9.299,"Minor",0.047,0.342,1.94e-05,0.0703,0.316,86.318,"4/4",270,0
"Drake","Now & Forever",2,0.555,0.481,"F#",-7.419,"Major",0.0322,0.124,0,0.101,0.098,107.793,"4/4",281,0
"Drake","Omertà",35,0.646,0.899,"F#",-2.232,"Major",0.298,0.0337,0,0.232,0.685,164.119,"4/4",220,1
"Drake","One Dance",46,0.792,0.625,"C#",-5.609,"Major",0.0536,0.00776,0.0018,0.329,0.37,103.967,"4/4",174,1
"Drake","Pain 1993 (with Playboi Carti)",47,0.825,0.373,"F",-5.532,"Minor",0.108,0.163,0,0.368,0.12,77.271,"4/4",149,1
"Drake","Papi’s Home",1,0.701,0.741,"D",-6.157,"Major",0.313,0.112,0,0.699,0.588,140.177,"4/4",179,0
"Drake","Passionfruit",49,0.809,0.463,"B",-11.377,"Major",0.0396,0.256,0.085,0.109,0.364,111.98,"4/4",299,1
"Drake","Peak",4,0.687,0.218,"A",-13.539,"Minor",0.0388,0.85,0.000125,0.106,0.269,91.991,"4/4",206,0
"Drake","Pipe Down",1,0.518,0.69,"A",-6.15,"Major",0.107,0.128,0,0.176,0.59,77.837,"4/4",206,0
"Drake","Portland",48,0.925,0.443,"C#",-8.216,"Major",0.264,0.0172,0,0.276,0.35,136.078,"4/4",237,1
"Drake","Pound Cake / Paris Morton Music 2",1,0.52,0.761,"D",-6.75,"Major",0.536,0.139,1.13e-05,0.114,0.264,164.083,"4/4",433,0
"Drake","Preach",2,0.605,0.51,"B",-8.094,"Minor",0.423,0.165,8.8e-05,0.104,0.389,65.255,"4/4",237,0
"Drake","Ratchet Happy Birthday",4,0.657,0.571,"D",-12.519,"Major",0.139,0.11,0.00123,0.0735,0.622,167.958,"4/4",207,0
"Drake","Redemption",1,0.694,0.314,"C",-7.82,"Major",0.116,0.611,2.07e-06,0.117,0.341,119.905,"4/4",334,0
"Drake","Sandra’s Rose",2,0.486,0.849,"C#",-5.432,"Major",0.246,0.0481,0,0.143,0.519,152.086,"4/4",216,0
"Drake","Signs",1,0.794,0.735,"C",-4.204,"Major",0.054,0.108,0.00578,0.112,0.223,107.374,"4/4",234,0
"Drake","Star67",2,0.521,0.392,"D#",-7.88,"Major",0.17,0.747,8.81e-06,0.198,0.166,91.939,"4/4",295,0
"Drake","Started from the Bottom",38,0.793,0.524,"G#",-7.827,"Major",0.156,0.0319,0,0.156,0.579,86.325,"4/4",174,1
"Drake","Summer Games",8,0.776,0.482,"C#",-11.269,"Major",0.0357,0.477,0.0456,0.11,0.134,136.008,"4/4",248,1
"Drake","Summer Sixteen",1,0.594,0.46,"C#",-7.607,"Major",0.382,0.00354,2.71e-05,0.147,0.0541,146.274,"4/4",202,0
"Drake","Survival",6,0.555,0.596,"A",-9.09,"Minor",0.375,0.133,0,0.123,0.145,77.324,"4/4",136,0
"Drake","Take Care",1,0.629,0.515,"C",-10.358,"Minor",0.265,0.0267,1.22e-05,0.0888,0.299,121.845,"4/4",277,0
"Drake","Talk Up",7,0.758,0.491,"B",-9.877,"Major",0.138,0.00354,6.5e-06,0.292,0.334,140.121,"4/4",223,0
"Drake","Teenage Fever",2,0.766,0.283,"G#",-10.33,"Minor",0.0846,0.111,0.0172,0.115,0.144,97.04,"4/4",220,0
"Drake","That’s How You Feel",5,0.85,0.473,"A#",-5.747,"Minor",0.209,0.117,0.0103,0.108,0.38,85.454,"4/4",158,0
"Drake","The Motto",3,0.766,0.442,"C#",-8.558,"Major",0.356,0.000107,6.12e-05,0.111,0.39,201.8,"4/4",182,0
"Drake","Time Flies",52,0.864,0.477,"A#",-5.786,"Major",0.224,0.201,0,0.182,0.5,86.46,"4/4",193,1
"Drake","Too Good",1,0.794,0.653,"G",-7.839,"Major",0.104,0.0489,4.88e-05,0.1,0.397,117.996,"4/4",263,0
"Drake","Toosie Slide",53,0.834,0.454,"C#",-9.75,"Minor",0.201,0.321,6.15e-06,0.114,0.837,81.618,"4/4",247,1
"Drake","TSU",1,0.568,0.56,"A",-9.059,"Major",0.42,0.228,3.05e-06,0.39,0.246,130.019,"4/4",309,0
"Drake","Used To",2,0.926,0.427,"A#",-7.584,"Minor",0.105,0.0703,0.000337,0.0818,0.304,96.025,"4/4",268,0
"Drake","Wants and Needs (feat. Lil Baby)",32,0.578,0.449,"C#",-6.349,"Major",0.286,0.0618,2.17e-06,0.119,0.1,136.006,"4/4",193,1
"Drake","War",2,0.749,0.792,"A#",-4.151,"Minor",0.0826,0.292,0,0.109,0.239,144.064,"4/4",180,0
"Drake","Wednesday Night Interlude",2,0.312,0.466,"A",-8.163,"Minor",0.0509,0.729,7.34e-06,0.215,0.195,135.44,"4/4",212,0
"Drake","What’s Next",22,0.781,0.594,"C",-6.959,"Minor",0.0485,0.0136,0,0.162,0.0628,129.895,"4/4",178,1
"Drake","When to Say When",3,0.41,0.82,"C#",-6.808,"Major",0.533,0.252,0,0.538,0.526,170.718,"4/4",223,0
"Drake","With You",2,0.878,0.406,"C#",-9.961,"Major",0.248,0.134,0.000234,0.112,0.784,128.014,"4/4",195,0
"Drake","Yebba’s Heartbreak",1,0.476,0.161,"G#",-11.665,"Minor",0.0407,0.967,0.0381,0.109,0.0908,119.614,"4/4",134,0
"Drake","You & the 6",2,0.545,0.476,"G",-7.444,"Minor",0.284,0.168,0,0.13,0.223,154.362,"4/4",265,0
"Dram","Broccoli",59,0.886,0.525,"G#",-7.39,"Major",0.132,0.236,0,0.057,0.708,145.99,"4/4",225,1
"Dram","Broccoli (feat. Lil Yachty)",11,0.886,0.525,"G#",-7.39,"Major",0.132,0.236,0,0.057,0.708,145.99,"4/4",225,1
"Dram","Caretaker (feat. SZA)",1,0.614,0.275,"D",-12.804,"Minor",0.186,0.78,0,0.119,0.165,130.664,"4/4",171,0
"Dram","Cash Machine",28,0.745,0.669,"A",-3.613,"Major",0.129,0.522,0,0.154,0.699,143.164,"4/4",181,1
"Dram","Cha Cha",1,0.734,0.743,"C#",-6.689,"Major",0.0345,0.000537,3.02e-06,0.111,0.656,135,"4/4",250,0
"Dram","Cute",2,0.827,0.64,"G#",-6.471,"Major",0.245,0.211,0,0.106,0.521,150.043,"4/4",234,0
"Dram","Gilligan (feat. A$AP Rocky & Juicy J) - Bonus Track",1,0.874,0.69,"C#",-7.985,"Major",0.241,0.0447,0,0.349,0.605,147.99,"4/4",208,0
"Drama B","Gave Everything Up",1,0.604,0.45,"F",-9.217,"Major",0.121,0.014,1.09e-05,0.121,0.118,160.316,"4/4",199,0
"Dream Easy Collective","Grassroot Skies",1,0.58,0.393,"A#",-12.423,"Major",0.0638,0.886,0.546,0.247,0.378,79.877,"4/4",98,0
"Dreamcatcher","Scream",1,0.704,0.94,"E",-2.233,"Minor",0.158,0.0312,0,0.29,0.311,137.909,"4/4",204,0
"Dreamville","1993 (feat. J. Cole, JID, Cozz, EARTHGANG, Smino & Buddy)",2,0.542,0.721,"G",-5.34,"Major",0.514,0.508,0,0.552,0.701,83.804,"4/4",210,0
"Dreamville","Costa Rica (feat. Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",4,0.642,0.647,"G",-6.312,"Minor",0.428,0.517,0,0.0649,0.664,120.749,"4/4",218,0
"Dreamville","Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",1,0.642,0.647,"G",-6.312,"Minor",0.428,0.517,0,0.0649,0.664,120.749,"4/4",218,0
"Dreamville","Don't Hit Me Right Now (feat. Bas, Cozz, Yung Baby Tate, Guapdad 4000 & Buddy)",3,0.785,0.611,"A#",-6.797,"Minor",0.0914,0.548,0,0.114,0.474,124.014,"4/4",174,0
"Dreamville","Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",44,0.761,0.586,"C",-5.368,"Major",0.359,0.0392,0,0.0558,0.719,149.804,"4/4",169,1
"Dreamville","Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy)",1,0.664,0.61,"G",-6.432,"Minor",0.339,0.145,0,0.097,0.472,76.024,"4/4",284,0
"Dreamville","Ladies, Ladies, Ladies (feat. JID & T.I.)",1,0.599,0.685,"F#",-6.206,"Minor",0.277,0.771,0,0.295,0.583,80.239,"4/4",168,0
"Dreamville","LamboTruck (with Cozz feat. REASON & Childish Major)",2,0.678,0.695,"A#",-5.323,"Minor",0.286,0.0485,0,0.254,0.242,135.044,"4/4",229,0
"Dreamville","Oh Wow...Swerve (feat. J. Cole, Zoink Gang, KEY! & Maxo Kream)",2,0.523,0.688,"C#",-6.233,"Major",0.526,0.352,3.73e-06,0.314,0.347,174.086,"4/4",276,0
"Dreamville","PTSD (feat. Omen, Mereba, Deante' Hitchcock & St. Beauty)",1,0.694,0.868,"C#",-5.657,"Major",0.4,0.181,2.24e-06,0.109,0.604,95.969,"4/4",238,0
"Dreamville","Rembrandt...Run It Back (feat. JID, J. Cole & Vince Staples)",1,0.73,0.554,"C#",-5.974,"Major",0.389,0.372,0.00609,0.0958,0.246,140.647,"4/4",152,0
"Dreamville","Sacrifices (feat. EARTHGANG, J. Cole, Smino & Saba)",2,0.829,0.678,"C",-7.175,"Major",0.419,0.0848,0,0.124,0.215,147.004,"4/4",382,0
"Dreamville","Sleep Deprived (feat. Lute, Omen, Mez & DaVionne)",1,0.61,0.799,"B",-4.291,"Minor",0.361,0.303,0,0.423,0.695,88.061,"4/4",238,0
"Dreamville","Sunset (with J. Cole feat. Young Nudy)",1,0.924,0.385,"C#",-7.049,"Major",0.185,0.187,0,0.132,0.39,129.976,"4/4",178,0
"Dreamville","Under the Sun (feat. J. Cole, Lute & DaBaby)",4,0.63,0.621,"C",-6.442,"Major",0.346,0.573,0,0.667,0.163,138.665,"4/4",202,0
"Dreamville","Under the Sun (with J. Cole & Lute feat. DaBaby)",23,0.691,0.64,"C",-6.441,"Major",0.369,0.511,0,0.409,0.163,138.672,"4/4",202,1
"Dreamville","Wells Fargo (feat. JID, EARTHGANG, Buddy & Guapdad 4000) - Interlude",7,0.794,0.835,"C#",-3.296,"Major",0.135,0.066,1.52e-05,0.173,0.229,147.994,"4/4",123,0
"Dreamville","Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude",28,0.8,0.826,"C#",-3.198,"Major",0.107,0.0706,4.76e-06,0.181,0.241,148.021,"4/4",123,1
"drkmnd","Last Alive",1,0.811,0.302,"A",-17.097,"Minor",0.0406,0.34,0.912,0.113,0.547,110.033,"4/4",144,0
"drkmnd","Meteor Shower",1,0.767,0.204,"B",-11.632,"Major",0.0427,0.15,0.889,0.113,0.137,110.06,"4/4",192,0
"DROELOE","Allday",2,0.574,0.777,"D",-6.139,"Major",0.0977,0.0956,0.513,0.101,0.131,89.478,"4/4",197,0
"DROELOE","Arazu",2,0.666,0.812,"B",-6.111,"Minor",0.0603,0.027,0.344,0.202,0.169,139.98,"4/4",225,0
"DROELOE","BACKBONE",55,0.653,0.689,"B",-8.338,"Minor",0.0881,0.0255,0.0387,0.0937,0.253,150.954,"4/4",194,1
"DROELOE","Broken Bricks",4,0.847,0.771,"F#",-4.705,"Minor",0.0345,0.111,0.618,0.131,0.426,129.001,"4/4",212,0
"DROELOE","Casual Trouble",3,0.755,0.764,"C",-5.93,"Minor",0.0576,0.0443,0.542,0.0961,0.357,132.976,"4/4",192,0
"DROELOE","Collisions",1,0.731,0.629,"B",-7.98,"Minor",0.191,0.112,0.879,0.125,0.156,80.03,"4/4",147,0
"DROELOE","Dilate",1,0.668,0.879,"C#",-6.493,"Major",0.361,0.0649,0.451,0.666,0.359,149.933,"4/4",211,0
"DROELOE","Grind & Hustle",2,0.762,0.861,"E",-3.461,"Minor",0.0525,0.122,0.775,0.163,0.637,120.004,"4/4",144,0
"DROELOE","In Time",1,0.624,0.638,"G",-8.075,"Minor",0.0482,0.246,0.2,0.0939,0.238,160.001,"4/4",224,0
"DROELOE","JUMP",1,0.712,0.624,"D",-6.799,"Major",0.085,0.0665,0.0339,0.286,0.413,170.061,"4/4",212,0
"DROELOE","Just Now (2017)",1,0.756,0.808,"F#",-9.265,"Major",0.044,0.00871,0.664,0.667,0.055,119.958,"4/4",132,0
"DROELOE","Kintsugi",4,0.659,0.763,"C",-6.17,"Major",0.0819,0.00183,0.0129,0.0578,0.265,160.02,"4/4",208,0
"DROELOE","Komorebi",2,0.506,0.347,"C",-11.54,"Major",0.0337,0.0212,0.97,0.0829,0.138,72.887,"4/4",152,0
"DROELOE","Lilypads",1,0.519,0.457,"E",-11.527,"Minor",0.122,0.19,0.133,0.164,0.0705,80.013,"4/4",243,0
"DROELOE","LIMBO",1,0.802,0.529,"C",-8.754,"Major",0.0664,0.0116,0.738,0.22,0.0863,97.98,"4/4",197,0
"DROELOE","Lines of the Broken",5,0.593,0.569,"G#",-7.071,"Major",0.164,0.208,0.00442,0.221,0.3,149.908,"4/4",221,0
"DROELOE","Looking Back",2,0.624,0.658,"F#",-6.476,"Major",0.0695,0.00319,0.0152,0.0971,0.361,74.964,"4/4",216,0
"DROELOE","Many Words",1,0.661,0.764,"B",-6.857,"Major",0.0412,0.133,0.223,0.121,0.39,149.971,"4/4",220,0
"DROELOE","Many Words - Goslo Remix",1,0.746,0.57,"G",-7.674,"Major",0.0312,0.0898,0.588,0.169,0.216,119.038,"4/4",277,0
"DROELOE","OATH",5,0.658,0.651,"A",-9.07,"Minor",0.0293,0.309,0.677,0.102,0.157,121.999,"4/4",208,0
"DROELOE","Only Be Me",52,0.7,0.581,"C#",-8.493,"Minor",0.0779,0.118,0.00196,0.135,0.165,140.019,"4/4",208,1
"DROELOE","Open Blinds",27,0.463,0.523,"C",-5.667,"Major",0.0518,0.0885,0.00418,0.115,0.171,135.912,"3/4",256,1
"DROELOE","Petrified",1,0.761,0.57,"F#",-6.975,"Minor",0.0571,0.0354,0.808,0.0986,0.0886,135.992,"4/4",183,0
"DROELOE","Push Through",1,0.779,0.783,"G#",-5.622,"Major",0.0433,0.107,0.878,0.0986,0.598,135.959,"4/4",233,0
"DROELOE","See Through Me",1,0.645,0.778,"C",-7.137,"Major",0.0469,0.366,0.816,0.111,0.0368,140.039,"4/4",199,0
"DROELOE","Shibuya",1,0.741,0.803,"F#",-4.762,"Minor",0.256,0.181,0.00899,0.0562,0.559,75.027,"4/4",186,0
"DROELOE","Snow Shovels",1,0.688,0.627,"G#",-8.192,"Minor",0.0654,0.00365,0.641,0.107,0.398,91.083,"4/4",203,0
"DROELOE","Step By Step",2,0.507,0.812,"F#",-4.866,"Minor",0.0995,0.116,0.769,0.086,0.337,155.089,"3/4",231,0
"DROELOE","Sunburn",73,0.693,0.725,"C",-7.297,"Minor",0.0321,0.121,0.00278,0.214,0.447,105.961,"4/4",227,1
"DROELOE","Sunburn - Reimagined",4,0.828,0.69,"G#",-4.723,"Major",0.0338,0.0116,0.261,0.114,0.495,105.996,"4/4",248,0
"DROELOE","Taking Flight",1,0.516,0.621,"G",-6.347,"Major",0.0459,0.0194,0.631,0.238,0.276,121.997,"4/4",196,0
"DROELOE","The First Wish - Flaws Remix",1,0.681,0.487,"C",-10.476,"Major",0.0347,0.41,0.9,0.14,0.215,89.999,"4/4",235,0
"DROELOE","Through The Storm",1,0.634,0.765,"D",-7.576,"Minor",0.0417,0.0134,0.00461,0.113,0.114,140.049,"4/4",196,0
"DROELOE","Turn Around - Bonus Track",2,0.697,0.529,"F#",-7.459,"Major",0.0536,0.0164,0.881,0.131,0.211,137.041,"4/4",90,0
"DROELOE","Virtual Friends",78,0.666,0.864,"C",-3.12,"Major",0.0447,0.0378,0.0191,0.0923,0.281,149.922,"4/4",227,1
"DROELOE","World Full of Snakes",1,0.837,0.725,"G#",-5.282,"Major",0.246,0.0259,0.0013,0.0707,0.528,107.007,"4/4",158,0
"DROELOE","Written Maze",3,0.608,0.73,"G",-5.486,"Minor",0.0441,0.0633,0.000344,0.0869,0.195,79.994,"4/4",210,0
"DROELOE","zZz",1,0.726,0.713,"G#",-8.425,"Minor",0.0584,0.245,0.659,0.633,0.488,150.066,"4/4",194,0
"Drove","Places",1,0.796,0.675,"C#",-8.066,"Major",0.0397,0.0126,0.181,0.0779,0.114,120.032,"4/4",186,0
"DRWN.","mirage",1,0.338,0.234,"D#",-17.773,"Major",0.0398,0.888,0.763,0.172,0.164,77.359,"4/4",97,0
"dryhope","Evoke",1,0.677,0.229,"C#",-19.262,"Major",0.104,0.076,0.912,0.0975,0.0857,77.998,"4/4",166,0
"dryhope","Somewhere Else",1,0.559,0.208,"C#",-10.964,"Major",0.0289,0.458,0.734,0.118,0.168,77.115,"3/4",156,0
"Dua Lipa","Be the One",28,0.661,0.651,"G",-3.771,"Minor",0.0499,0.117,1.32e-05,0.056,0.368,87.46,"4/4",203,1
"Dua Lipa","Blow Your Mind (Mwah)",25,0.654,0.796,"D",-4.761,"Minor",0.122,0.0188,0,0.0948,0.491,108.854,"4/4",179,1
"Dua Lipa","Blow Your Mind (Mwah) - Acoustic",2,0.785,0.472,"D",-5.866,"Minor",0.161,0.826,0,0.157,0.485,108.667,"4/4",160,0
"Dua Lipa","Don't Start Now",5,0.794,0.793,"B",-4.521,"Minor",0.0842,0.0125,0,0.0952,0.677,123.941,"4/4",183,0
"Dua Lipa","Future Nostalgia",1,0.875,0.813,"G",-4.502,"Major",0.0579,0.00618,0,0.321,0.859,114.993,"4/4",185,0
"Dua Lipa","Hotter Than Hell",18,0.532,0.868,"D#",-4.23,"Minor",0.0908,0.011,0,0.0584,0.529,110.127,"4/4",188,1
