"","artist","track","plays","spotify_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration"
"836","Ruth B.","Dandelions",1,"2eAvDnpXP5W0cVtiI0PUxV",0.609,0.692,"C#",-2.958,"Major",0.0259,0.0157,0,0.0864,0.454,116.959,"3/4",3M 54S
"837","Ruth B.","If By Chance",1,"21dpBHPTV7ythCHBI6Slcw",0.405,0.279,"A#",-8.099,"Major",0.0334,0.881,0,0.0933,0.256,119.85,"4/4",5M 4S
"838","Ruth B.","In My Dreams",1,"1XcXLeFN4JNpUTeGnUPCWj",0.484,0.284,"E",-8.155,"Major",0.0315,0.857,0,0.104,0.196,82.255,"4/4",4M 9S
"839","Ruth B.","Lost Boy",1,"4h0zU3O9R5xzuTmNO7dNDU",0.71,0.0565,"G",-15.099,"Major",0.0534,0.965,0,0.0889,0.348,123.994,"4/4",4M 35S
"840","Ruth B.","Mixed Signals",1,"0IsAEXwuy46qn0bbJYdWIH",0.613,0.24,"C",-8.323,"Major",0.0448,0.934,0,0.106,0.275,120.158,"4/4",4M 15S
"841","Ruth B.","Superficial Love",1,"5hwh37sTi84MVhCBMWzhGE",0.477,0.242,"G#",-9.162,"Major",0.0529,0.928,0,0.0818,0.488,43.509,"4/4",3M 28S
"842","Sabrina Carpenter","Looking at Me",1,"59tskctgqUmjCWAwhzYAFm",0.681,0.798,"D",-4.367,"Major",0.0375,0.00398,5.11e-06,0.0542,0.516,105.99,"4/4",3M 1S
"843","Sabrina Carpenter","Skin - Quarterhead Remix",1,"3DNziCcqRd2v8uQWwec1GW",0.684,0.755,"G",-6.585,"Major",0.101,0.00852,0,0.334,0.237,119.957,"4/4",3M 7S
"844","Sabrina Carpenter","Sue Me",11,"3WVhkjB7Y4xFruqoCAajBb",0.46,0.809,"F#",-5.415,"Major",0.326,0.0422,5.04e-05,0.138,0.609,157.184,"4/4",2M 59S
"845","Saint Motel","Sweet Talk",2,"6kcHg7XL6SKyPNd78daRBL",0.67,0.843,"C#",-4.311,"Major",0.0454,0.0392,0,0.225,0.713,117.01,"4/4",3M 12S
"846","Sam Feldt","Stronger (feat. Kesha)",1,"4NctFqJyGAqurHFEUQvWgR",0.648,0.672,"C#",-7.902,"Major",0.0436,0.36,0,0.097,0.435,104.987,"4/4",2M 54S
"847","Sam Smith","Leave Your Lover",1,"3b5LW3nS3WFQyS1e8ajGJN",0.415,0.264,"E",-8.741,"Major",0.0475,0.948,6.31e-06,0.106,0.357,92.879,"5/4",3M 8S
"848","Samia","Triptych",1,"5SYfajDZMuiromYotmMp3i",0.649,0.344,"B",-9.239,"Major",0.0346,0.601,3.13e-05,0.101,0.529,110.995,"4/4",3M 6S
"849","Sangatsu no Phantasia","恋はキライだ",1,"5bO1MldE8pnhlBmwS4U3zd",0.681,0.749,"B",-3.656,"Major",0.0349,0.00237,0.106,0.275,0.846,121.938,"4/4",3M 35S
"850","Sarah Kinsley","I'm Not A Mountain",1,"0A5Qb5p3yQ5hcCZBoY7cs9",0.237,0.193,"E",-11.705,"Minor",0.0342,0.956,0.00205,0.104,0.19,169.22,"3/4",3M 51S
"851","Sarah Kinsley","The King",1,"4M6XHrTc4RtdgKN9gzEAM6",0.631,0.67,"F#",-6.175,"Major",0.052,0.0776,0.112,0.086,0.746,108.973,"4/4",3M 26S
"852","Saweetie","Best Friend (feat. Doja Cat)",2,"2etHQJxIbV0soyPhelVs9Y",0.84,0.766,"E",-4.12,"Major",0.136,0.00302,3.61e-06,0.0684,0.402,94.018,"4/4",2M 36S
"853","SAYGRACE","Boys Ain't Shit",3,"6vzLbfskWigBsCzNdB0kfE",0.826,0.615,"C#",-4.729,"Minor",0.137,0.435,0.00631,0.334,0.841,102.999,"4/4",2M 56S
"854","SAYGRACE","Boys Ain't Shit (feat. Tate McRae & Audrey Mika)",1,"7tMEUrMaMzE0YptCGfsXzt",0.801,0.637,"C#",-5.209,"Minor",0.173,0.161,8.27e-05,0.414,0.708,103.022,"4/4",3M 6S
"855","Selena","No Me Queda Más",1,"1r28ZDlVxz24Rmy8Sq9REY",0.472,0.322,"D",-14.403,"Major",0.0394,0.744,0,0.0899,0.654,93.742,"4/4",3M 21S
"856","Selena Gomez","Baila Conmigo (with Rauw Alejandro)",3,"079Ey5uxL04AKPQgVQwx5h",0.823,0.544,"F",-7.132,"Major",0.0715,0.0215,0.00315,0.0966,0.664,149.903,"4/4",3M 6S
"857","Selena Gomez","Fetish (feat. Gucci Mane)",1,"4lnAN2S1fcI0SjxEbksZVr",0.708,0.618,"D",-4.424,"Major",0.0592,0.0204,6.81e-06,0.062,0.265,123.013,"4/4",3M 6S
"858","Selena Gomez","Look at Her Now",1,"7eOkHIcaoUhngxxypM5Ajr",0.753,0.564,"A#",-7.908,"Minor",0.252,0.114,0.0273,0.359,0.55,77.342,"5/4",2M 43S
"859","Selena Gomez","Lose You to Love Me",1,"4l0Mvzj72xxOpRrp6h8nHi",0.488,0.343,"E",-8.985,"Major",0.0436,0.556,0,0.21,0.0978,102.819,"4/4",3M 26S
"860","Seori","Fairy tale",6,"02bKxwW9XY9LElj0TqDK6S",0.445,0.456,"F#",-8.05,"Minor",0.302,0.294,0.000178,0.179,0.13,189.96,"3/4",3M 38S
"861","Seraphine","All The Things She Said",5,"1GglmI9q5ABCHSBoZrMHSu",0.575,0.556,"A",-10.64,"Minor",0.0443,0.17,0.0476,0.0956,0.303,180.153,"4/4",2M 11S
"862","Seraphine","Childhood Dreams",1,"0NBkXEbOvbGyUgPHVdW3k1",0.942,0.476,"A#",-7.778,"Minor",0.0499,0.191,0.000487,0.0949,0.721,120.984,"4/4",2M 44S
"863","Serena Isioma","Stop Calling The Police On Me",3,"76onGrcd5XE3zUaEtlgZbb",0.681,0.58,"G#",-9.496,"Major",0.0612,0.319,3.77e-05,0.099,0.368,100.506,"4/4",2M 27S
"864","Seventeen","Anyone",1,"12jngD7Hu6if6sIzPkO2k4",0.682,0.612,"C#",-7.961,"Minor",0.0814,0.0617,0,0.124,0.485,109.99,"4/4",2M 57S
"865","Seventeen","Don't Wanna Cry",2,"6Upu6yjkdi0DVI8E3IBZEU",0.781,0.683,"C",-4.258,"Major",0.0325,0.164,1.53e-06,0.16,0.722,100.005,"4/4",3M 23S
"866","Seventeen","HOME;RUN",1,"2iW0q5jJJT5HKlIs25AAgv",0.687,0.942,"D",-2.817,"Major",0.0741,0.0613,0,0.173,0.765,96.106,"4/4",3M 4S
"867","SG Lewis","Impact (feat. Robyn & Channel Tres)",1,"0Gv33C5DRmJueolmdFjfU7",0.67,0.781,"B",-4.464,"Minor",0.259,0.0224,2.69e-06,0.298,0.839,116.045,"4/4",4M 43S
"868","Shawn Mendes","Summer of Love (Shawn Mendes & Tainy)",1,"0z8hI3OPS8ADPWtoCjjLl6",0.776,0.808,"B",-4.501,"Major",0.117,0.0297,0.000127,0.103,0.494,123.988,"4/4",3M 4S
"869","Shayne Orok","Fukashigi no Carte - Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai",1,"4kOGfnVEGTLuxa8fnzlIGj",0.631,0.455,"D",-7.221,"Minor",0.0256,0.697,0,0.21,0.747,96.005,"4/4",1M 26S
"870","Shirley Bassey","Big Spender",1,"3wFxvVpzsOJ4Ag54i2Nr5A",0.711,0.375,"G",-9.149,"Major",0.0981,0.721,0,0.082,0.619,126.243,"4/4",1M 50S
"871","Sia","Thunderclouds (feat. Sia, Diplo, and Labrinth)",1,"4lJNen4SMTIJMahALc3DcB",0.69,0.714,"G",-5.948,"Major",0.0338,0.0077,7.23e-05,0.191,0.489,112.009,"4/4",3M 7S
"872","Silent Sanctuary","Ikaw Lamang",1,"2v5VIWMjZxeiG52KckiXxS",0.394,0.623,"A",-5.029,"Major",0.0384,0.573,0,0.0937,0.316,115.003,"4/4",5M 6S
"873","Sir Chloe","Animal",1,"1iBljl6IFBU6OkUMJVKMbn",0.495,0.457,"G",-6.072,"Major",0.0306,0.407,1.25e-06,0.142,0.342,82.825,"4/4",2M 41S
"874","Sir Chloe","Michelle",5,"48rZVgAGm0OlbbxjikCpqm",0.366,0.439,"E",-5.238,"Major",0.0298,0.0781,1.92e-05,0.108,0.11,115.94,"3/4",3M 34S
"875","SIX","Don't Lose Ur Head",1,"6sUQqRmOcRyAG5M3EWXzr3",0.859,0.605,"G",-7.635,"Minor",0.357,0.251,0,0.132,0.722,82.91,"4/4",4M 5S
"876","SIX","Six",1,"3jnntYfllN05QxplcXtpaS",0.729,0.674,"D#",-6.249,"Major",0.0435,0.159,0,0.105,0.64,135.026,"4/4",4M 0S
"877","Sky Ferreira","Boys",2,"6Nc3KauZ5OOk7ogX7h5HhO",0.41,0.867,"B",-4.892,"Major",0.0551,6.34e-05,0.000113,0.317,0.269,130.075,"4/4",4M 40S
"878","Sky Ferreira","Everything Is Embarrassing",1,"70v5mCvyPRquTyU7qTIU81",0.666,0.786,"C",-5.715,"Major",0.0394,0.0532,0,0.0476,0.6,117.126,"4/4",4M 10S
"879","Sky Ferreira","I Blame Myself",3,"0i62I5HJlzIVu2FALBmBPx",0.692,0.739,"C#",-4.122,"Major",0.0374,0.35,0,0.32,0.819,115.014,"4/4",3M 57S
"880","Sky Ferreira","Lost in My Bedroom",3,"5wiBvOZezmmN6IOZT7dVbt",0.607,0.831,"B",-5.195,"Minor",0.0461,9.12e-05,7.14e-06,0.266,0.335,125.037,"4/4",3M 15S
"881","Sky Ferreira","Omanko",1,"0wl0fgqf5JprbGoUsjofbb",0.17,0.858,"G#",-5.627,"Major",0.0499,0.0026,0.0142,0.724,0.311,200.237,"4/4",4M 31S
"882","Sky Ferreira","You’re Not the One",3,"0Px73m5ACfeYHYsAo9YTfP",0.468,0.966,"C#",-3.468,"Minor",0.0557,0.00215,0.00276,0.132,0.8,92.002,"4/4",3M 55S
"883","Slayyyter","Cowboys",2,"4vYyEXVJSk0JjjYJhg6P4O",0.332,0.789,"G#",-4.788,"Minor",0.0791,0.126,0,0.0588,0.276,81.706,"4/4",3M 39S
"884","Slayyyter","Hello Kitty",1,"2EZHO9OoxZoaBs669GtWZv",0.725,0.641,"C",-4.411,"Major",0.0639,0.192,8.69e-06,0.338,0.591,130.973,"4/4",3M 0S
"885","Slayyyter","Villain",8,"4B1OkbnOJpffeeClC3eeGp",0.472,0.711,"C",-5.39,"Major",0.181,0.107,6.94e-06,0.101,0.373,173.85,"4/4",3M 34S
"886","Snakehips","Cruel (feat. ZAYN)",1,"0B2RttXEiyXsMeQ7mMP3EI",0.603,0.879,"F",-4.098,"Major",0.124,0.0184,0,0.156,0.318,110.125,"4/4",3M 48S
"887","Soccer Mommy","rom com 2004",2,"3q49241UYPoz4kfG2czJno",0.567,0.545,"A",-5.671,"Major",0.0396,0.178,0.00498,0.142,0.342,89.911,"4/4",2M 54S
"888","Softee","Oh No",2,"3FLazwxIsNIWPmND1t1RIx",0.702,0.665,"F",-5.799,"Major",0.035,0.112,5.61e-05,0.0688,0.853,109.973,"4/4",4M 46S
"889","Sohodolls","Bang Bang Bang Bang",1,"2qLSXZuIHMsKydCEFDchc3",0.729,0.581,"A#",-7.091,"Minor",0.0304,0.531,1.09e-06,0.102,0.352,93.997,"4/4",3M 2S
"890","Somi","Outta My Head",1,"0NaccQM71LPaoSS8EZ0KhW",0.717,0.487,"D#",-6.93,"Major",0.0533,0.386,0,0.373,0.581,130.048,"4/4",3M 8S
"891","Son Lux","Easy (Switch Screens)",1,"2mKply9i2G0MVrkNSY0m5x",0.73,0.702,"G",-6.47,"Major",0.0948,0.138,0.0332,0.0766,0.802,145.999,"4/4",4M 23S
"892","Sophia Anne Caruso","DEAD MOM",1,"7fRt5HCt4KgLlH45wFQCho",0.528,0.477,"D",-6.552,"Major",0.0319,0.291,0,0.0965,0.247,135.315,"4/4",3M 4S
"893","Sophia Anne Caruso","Home",1,"3HaeSBEqEUIWHx7yGEDxXh",0.414,0.621,"D",-6.505,"Major",0.0397,0.292,0,0.275,0.189,145.863,"4/4",3M 48S
"894","Sophie","Immaterial",1,"6GoLARmR2OZl2EldehFrsA",0.776,0.717,"D",-4.897,"Major",0.0836,0.115,0.00755,0.327,0.828,139.995,"4/4",3M 53S
"895","Soul Fro","Crush on You",1,"02Sbnxuj7mEMGlx6rfZqpB",0.706,0.529,"F",-8.979,"Major",0.292,0.792,0,0.287,0.643,140.069,"4/4",2M 39S
"896","Spice Girls","Wannabe",2,"1Je1IMUlBXcx1Fz0WE7oPT",0.768,0.864,"B",-6.145,"Major",0.0324,0.101,0,0.162,0.891,110.008,"4/4",2M 53S
"897","Spice Girls","Who Do You Think You Are",5,"1jI1aLmm5HTwiMtvsbwDJw",0.727,0.83,"F#",-6.658,"Minor",0.0376,0.0226,0.00356,0.73,0.899,118.002,"4/4",4M 1S
"898","Spider","Water Sign",1,"4dkRsFaaDWzQJnw69INigt",0.529,0.528,"C",-9.542,"Major",0.0334,0.0189,0.788,0.119,0.0675,119.994,"4/4",3M 39S
"899","St. Vincent","Fast Slow Disco",1,"6Xk5AaN4n4SnW71473GI7A",0.606,0.828,"A#",-7.51,"Minor",0.0577,0.0386,0.000148,0.313,0.388,113.975,"4/4",3M 17S
"900","St. Vincent","Pay Your Way In Pain",1,"1nLaoWVhNRZ38irY0LZjL6",0.677,0.826,"A",-6.8,"Major",0.368,0.395,0,0.571,0.498,124.821,"4/4",3M 4S
"901","StarBoi3","Dick (feat. Doja Cat)",2,"3nY8AqaMNNHHLYV4380ol0",0.647,0.608,"A",-6.831,"Major",0.42,0.13,0,0.0584,0.474,125.994,"4/4",2M 55S
"902","StayC","ASAP",1,"5BXr7hYZQOeRttkeWYTq5S",0.764,0.802,"C",-4.217,"Major",0.0351,0.102,0,0.189,0.323,132.02,"4/4",3M 14S
"903","StayC","SO BAD",1,"13KR2yNRDrbKwR3dOKCDl4",0.557,0.906,"G",-3.109,"Minor",0.103,0.19,0,0.0616,0.616,168.978,"4/4",3M 32S
"904","StayC","STEREOTYPE",4,"2bZIDMpzVooosmPHn0tHnd",0.605,0.805,"F#",-3.212,"Major",0.0641,0.313,0,0.659,0.738,148.298,"4/4",3M 12S
"905","Stef","hi, my name is lonely.",2,"4TKrQI3vyPH31FdOd4WOve",0.864,0.69,"G",-5.097,"Minor",0.102,0.00861,0.00206,0.212,0.566,126.035,"4/4",2M 51S
"906","Stela Cole","Love Like Mine",1,"1yxIWoOd0btwaq4M3BnT0d",0.716,0.704,"A",-4.846,"Major",0.0474,0.0547,0,0.183,0.644,89.013,"4/4",3M 8S
"907","Stephanie D'Abruzzo","There's a Fine, Fine Line",1,"2W7wqrmruKE07zZCg8rSdm",0.497,0.136,"G",-10.015,"Major",0.04,0.884,0.000454,0.114,0.236,129.628,"4/4",2M 40S
"908","Steven Universe","Love Like You (feat. Rebecca Sugar) - End Credits",2,"3z9OnsnvM6SFN2dzrSDdVO",0.591,0.242,"C",-10.098,"Minor",0.0312,0.879,0,0.15,0.292,118.001,"3/4",2M 24S
"909","Stray Kids","Get Cool",1,"3LAHbEBvDfj38gcUTA8bS7",0.804,0.854,"D",-4.194,"Major",0.0915,0.0893,0,0.27,0.9,151.955,"4/4",3M 15S
"910","Stromae","Meltdown",1,"27qvbQ10N5uoqXvYT9MqZt",0.629,0.717,"G",-6.714,"Minor",0.0378,0.0884,0,0.183,0.315,101.968,"4/4",4M 3S
"911","Sufjan Stevens","Tell Me You Love Me",1,"4o5YBAXiY0G1bUloifXQ8H",0.182,0.499,"F",-10.311,"Major",0.0587,0.442,0.429,0.17,0.256,78.847,"3/4",4M 22S
"912","Sufjan Stevens","To Be Alone With You",1,"12homE4JpBey5cckgoepR7",0.519,0.163,"C",-18.131,"Minor",0.0489,0.926,0.751,0.115,0.356,142.119,"4/4",2M 48S
"913","SUNMI","TAIL",1,"7muTXW7kGytN3zdomku6FV",0.515,0.858,"A",-3.136,"Major",0.19,0.0435,1.8e-05,0.0796,0.428,125.07,"4/4",3M 11S
"914","SuperKnova","Serotonin Serenade",2,"2Ff6Ghw8TRJGuAbJamtt4X",0.73,0.679,"C#",-8.904,"Minor",0.0477,0.616,0.000677,0.0572,0.518,120.003,"4/4",4M 22S
"915","Surf Curse","Heathers",2,"49ytTZMWwPvz1IUssgvyyX",0.366,0.865,"A#",-9.32,"Major",0.0469,0.000228,0,0.107,0.728,176.121,"4/4",2M 43S
"916","SURL","Don't Say No (Feat. Jay Park)",1,"2AmFJKuVIdW7fayLvZQ3aR",0.618,0.72,"E",-4.827,"Major",0.0348,0.0951,0.00117,0.329,0.313,105.945,"4/4",3M 41S
"917","Sutton Foster","Gimme Gimme",2,"3AQUwT6IIX9iqBStVs6lWq",0.328,0.213,"B",-10.698,"Major",0.0469,0.886,0,0.113,0.21,176.136,"4/4",3M 34S
"918","Syko","#BrooklynBloodPop!",1,"7K9Z3yFNNLv5kwTjQYGjnu",0.691,0.814,"C#",-3.788,"Minor",0.117,0.0164,0,0.366,0.509,132.012,"4/4",2M 26S
"919","Sylvan Esso","Numb - teddy<3 version / edit",3,"0F7QqLqBFNwiB6J1jYijLi",0.721,0.534,"C#",-11.355,"Major",0.124,0.594,0.444,0.105,0.231,129.979,"4/4",2M 51S
"920","SZA","Broken Clocks",1,"2fXwCWkh6YG5zU1IyvQrbs",0.692,0.684,"F#",-7.364,"Major",0.155,0.131,0,0.156,0.406,112.912,"4/4",3M 51S
"921","SZA","Drew Barrymore",2,"06u5LrUpbosQlQ1QJFhPpG",0.577,0.523,"C",-5.538,"Minor",0.0429,0.491,0,0.147,0.29,134.93,"4/4",3M 51S
"922","SZA","Good Days",3,"3YJJjQPAbDT7mGpX3WtQ9A",0.436,0.655,"C#",-8.37,"Minor",0.0583,0.499,8.1e-06,0.688,0.412,121.002,"4/4",4M 39S
"923","SZA","Hit Different",1,"7Bar1kLTmsRmH6FCKKMEyU",0.679,0.516,"C",-6.371,"Minor",0.0452,0.199,0,0.0965,0.716,120.074,"4/4",3M 22S
"924","SZA","Normal Girl",1,"5fQBa4wkmq28xpSLOQ202K",0.624,0.532,"C",-7.146,"Major",0.124,0.269,5.17e-05,0.158,0.362,76.453,"4/4",4M 14S
"925","SZA","The Weekend",1,"6gU9OKjOE7ghfEd55oRO57",0.4,0.366,"G#",-9.405,"Minor",0.0597,0.242,0,0.126,0.161,73.313,"3/4",4M 32S
"926","Tammy Blanchard","Suddenly Seymour",1,"2AODWpK0rauqqL1gHfq2Zy",0.368,0.415,"G",-9.78,"Major",0.0299,0.0631,0,0.241,0.306,99.151,"4/4",3M 45S
"927","Tate McRae","you broke me first",1,"45bE4HXI0AwGZXfZtMp8JR",0.667,0.373,"E",-9.389,"Major",0.05,0.785,0,0.0906,0.0823,124.148,"4/4",2M 49S
"928","Tayla Parx","Dance Alone",4,"4jlFQMGIn42SphX3hk2r8l",0.767,0.542,"F#",-5.941,"Minor",0.0629,0.041,0,0.0933,0.911,99.012,"4/4",2M 33S
"929","Taylor Louderman","Someone Gets Hurt",1,"1zyrjK69LRZCvEmUtJUbsT",0.271,0.687,"B",-4.368,"Minor",0.0542,0.134,0,0.233,0.317,149.772,"4/4",3M 7S
"930","Taylor Swift","champagne problems",1,"0sY6ZUTh4yoctD8VIXz339",0.462,0.24,"C",-12.077,"Major",0.0377,0.92,0,0.113,0.32,171.319,"4/4",4M 4S
"931","Taylor Swift","Hey Stephen (Taylor’s Version)",1,"550erGcdD9n6PnwxrvYqZT",0.788,0.571,"F#",-6.135,"Major",0.0296,0.106,0,0.0934,0.797,115.99,"4/4",4M 14S
"932","Taylor Swift","hoax",1,"6MWoRt97mnSTXZhu3ggi9C",0.662,0.181,"G#",-15.065,"Major",0.0415,0.966,3.86e-06,0.133,0.429,118.819,"4/4",3M 40S
"933","Tei Shi","Die 4 Ur Love",1,"0lpTna9kRkFgbq9htSBmOK",0.7,0.62,"G",-6.631,"Minor",0.026,0.0171,0.00465,0.369,0.791,103.042,"4/4",3M 20S
"934","Tei Shi","OK crazy",2,"5Vsge67Bs4prEX0NbUSy6q",0.666,0.761,"C#",-6.053,"Major",0.0431,0.0502,0.000163,0.0872,0.631,163.998,"4/4",2M 39S
"935","Tessa Violet","Crush",1,"6MYJv37Mpj5njLLbxKWNun",0.91,0.402,"C#",-9.55,"Major",0.0857,0.0297,0.00018,0.0801,0.825,135.993,"4/4",3M 36S
"936","Tessa Violet","On My Own",5,"1KzXa60i893JSwUBWJW83D",0.798,0.453,"C",-8.384,"Major",0.0416,0.0808,0,0.149,0.322,133.482,"3/4",2M 56S
"937","Tessa Violet","Wishful Drinking",2,"0Pq9K4yZlPwjjRMeIkBCpg",0.809,0.35,"G",-7.818,"Minor",0.305,0.549,4.58e-06,0.117,0.402,68.015,"4/4",3M 15S
"938","That Poppy","Altar",7,"2nKzhen7U2hJqZSKJcg8Ei",0.674,0.76,"F",-3.213,"Major",0.0458,0.072,0,0.129,0.841,131.977,"4/4",2M 40S
"939","That Poppy","American Kids",3,"0yWm1iskE5jHcbXhW9Sz8k",0.692,0.831,"C#",-6.955,"Major",0.0477,0.0046,0.00775,0.0937,0.797,100,"4/4",3M 31S
"940","That Poppy","Lowlife",6,"5efvxYn0J1q8iuIZBqpDD7",0.634,0.832,"B",-3.879,"Minor",0.0463,0.0815,0,0.429,0.772,145.966,"4/4",3M 26S
"941","That Poppy","Money",13,"3ecc8UTM48hMOkqGDnP6I4",0.741,0.759,"G#",-4.333,"Major",0.0331,0.00411,0.000914,0.0757,0.892,111.963,"4/4",3M 11S
"942","The Aces","Hurricane",1,"1jILVSedO8KYfAZiXvRHcW",0.634,0.31,"G",-8.885,"Major",0.0286,0.77,0,0.112,0.223,114.844,"4/4",3M 37S
"943","The Aces","New Emotion",6,"6PHVhlZ161zLLa2Zq3a7Ed",0.97,0.471,"G",-7.244,"Major",0.0818,0.0637,1.66e-06,0.0457,0.816,111.988,"4/4",3M 1S
"944","THE ANXIETY","Meet Me At Our Spot",7,"07MDkzWARZaLEdKxo6yArG",0.773,0.47,"D",-7.93,"Major",0.0299,0.0153,0.000193,0.0851,0.399,94.995,"4/4",2M 43S
"945","The Cast of RuPaul's Drag Race UK, Season 3","B.D.E. (Big Drag Energy) - Pick 'n' Mix",2,"1K5j3mYtn325PV00HEpE1d",0.812,0.86,"C",-4.985,"Major",0.0818,0.296,0,0.166,0.773,102.953,"4/4",3M 39S
"946","The Hoosiers","Up To No Good",1,"0CS8pfaruqU1ykgmwLteRb",0.682,0.699,"D",-7.09,"Minor",0.0253,0.108,0.000805,0.372,0.844,95.994,"4/4",4M 31S
"947","The Kid LAROI","STAY (with Justin Bieber)",1,"5HCyWlXZPP0y6Gqq8TgA20",0.591,0.764,"C#",-5.484,"Major",0.0483,0.0383,0,0.103,0.478,169.928,"4/4",2M 22S
"948","The Marías","...baby one more time",4,"1Zqs6A90va6FUxQ7KJAckG",0.706,0.169,"C",-15.428,"Minor",0.0487,0.644,0.0221,0.11,0.678,179.999,"4/4",2M 5S
"949","The Marías","Only in My Dreams",1,"190IqlryWu91WBKeDgZqZz",0.518,0.496,"A#",-11.607,"Major",0.0292,0.41,0.1,0.0999,0.281,143.921,"4/4",2M 51S
"950","The Neighbourhood","Cherry Flavoured",1,"40iocOzytrqaRn5RbGPDNp",0.617,0.574,"F#",-9.768,"Major",0.0276,0.23,0.0105,0.0983,0.396,91.769,"4/4",3M 28S
"951","The Neighbourhood","Everybody's Watching Me (Uh Oh)",1,"0yyyapBjZ9Ek1vcpp3e9bj",0.491,0.944,"E",-2.879,"Minor",0.0558,0.0904,0.565,0.0963,0.493,150.105,"4/4",3M 58S
"952","The Neighbourhood","Stargazing",20,"0VF7YLIxSQKyNiFL3X6MmN",0.512,0.483,"C",-7.798,"Major",0.0298,0.00304,0.0011,0.12,0.367,160.009,"4/4",3M 37S
"953","The Neighbourhood","Sweater Weather",1,"2QjOHCTQ1Jl3zawyYOpxh6",0.612,0.807,"A#",-2.81,"Major",0.0336,0.0495,0.0177,0.101,0.398,124.053,"4/4",4M 0S
"954","The Neighbourhood","Unfair",1,"0xD23i0X1WjqMSYIxRfO80",0.477,0.572,"G#",-7.328,"Major",0.0319,0.00708,0.784,0.144,0.0414,194.033,"4/4",2M 27S
"955","The Pom-Poms","FULL CIRCLE",5,"3I3OgWs7gxddgSxA9ANxX5",0.708,0.801,"F",-8.374,"Minor",0.0692,0.0547,0.327,0.163,0.503,137.012,"4/4",3M 41S
"956","The Pom-Poms","WATCH ME",2,"26nkRghL4ROI2GdxjJ2ZQG",0.783,0.537,"F#",-5.715,"Minor",0.0672,0.0113,0.473,0.126,0.193,109.972,"4/4",2M 56S
"957","The Pussycat Dolls","Don't Cha",1,"1gZ7i4qxXkHZb1r6eioaAP",0.877,0.637,"C#",-3.493,"Minor",0.101,0.00516,2.5e-06,0.0959,0.569,119.988,"4/4",4M 32S
"958","The Pussycat Dolls","React - Cash Cash Remix",2,"5lCNCMMEHynTqZS9W1xvs1",0.662,0.879,"A#",-3.947,"Minor",0.171,0.123,0,0.292,0.24,124.071,"4/4",3M 16S
"959","The Pussycat Dolls","When I Grow Up",12,"21pySLskKIKrhDziCX5ojQ",0.671,0.685,"B",-5.762,"Minor",0.05,0.00165,0,0.398,0.368,118.449,"4/4",4M 6S
"960","The Weeknd","Save Your Tears (with Ariana Grande) (Remix)",3,"37BZB0z9T8Xu7U3e65qxFy",0.65,0.825,"C",-4.645,"Major",0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,"4/4",3M 11S
"961","Thirty Seconds to Mars","Love Is Madness (feat. Halsey)",1,"04CyO54TZk5tEylFg2Df41",0.382,0.675,"C",-6.56,"Major",0.0441,0.0128,0.000246,0.219,0.449,106.171,"1/4",3M 55S
"962","Tierra Whack","Hungry Hippo",1,"0WpDeBJ22LcwF4QoERQOTv",0.893,0.61,"E",-5.691,"Minor",0.0488,0.0227,0.00744,0.102,0.778,136.64,"4/4",1M 0S
"963","Tinashe","Perfect Crime",23,"1OjjJVKvZmtuULGQhNSA8T",0.793,0.65,"C#",-6.008,"Minor",0.134,0.457,0.000127,0.176,0.557,106.045,"4/4",2M 56S
"964","Tinashe","Rascal (Superstar)",1,"2vvktj9QlhYZI8ncv9uSt4",0.911,0.46,"C",-8.447,"Major",0.0563,0.208,4.21e-05,0.1,0.533,97.541,"4/4",2M 40S
"965","Tinashe","Throw a Fit",2,"7D8aQaRzoi9Qzz5yerVK5b",0.888,0.586,"C",-6.745,"Major",0.0604,0.00597,0.0365,0.153,0.401,150.051,"4/4",2M 39S
"966","tiny deaths","Us",1,"5rpR5nOMo0zfmbfRuWJjFo",0.697,0.531,"F#",-8.351,"Minor",0.0315,0.26,0.081,0.106,0.25,140.023,"4/4",3M 21S
"967","Tkay Maidza","Onto Me (with UMI)",2,"49YDCahXCIaY44snUKv8JS",0.682,0.779,"A",-4.671,"Minor",0.217,0.148,6.8e-05,0.0916,0.744,168.013,"4/4",2M 48S
"968","Tkay Maidza","Where Is My Mind?",3,"0UsNgv6unHisK9NslsZxwz",0.544,0.507,"C#",-4.963,"Minor",0.0314,0.0056,0.000192,0.288,0.151,148.002,"4/4",2M 57S
"969","Tkay Maidza","You Sad",14,"41UDmHAjh1IJ29j0ujGmhJ",0.742,0.671,"C#",-4.589,"Major",0.246,0.629,0,0.132,0.469,159.955,"4/4",2M 37S
"970","TLC","No Scrubs",2,"1KGi9sZVMeszgZOWivFpxs",0.743,0.675,"G#",-4.267,"Minor",0.0953,0.0251,0.000717,0.0685,0.59,92.909,"4/4",3M 34S
"971","Tommy Genesis","Play With It",1,"1aeRjBQjDBpR1216CVCzVu",0.823,0.801,"E",-5.678,"Minor",0.0551,0.114,0,0.201,0.283,112.038,"4/4",2M 0S
