"","artist","track","plays","spotify_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration"
"424","Isaac Dunbar","fan behavior",1,"2HWJELHnneoKGVe0mRFeeD",0.798,0.667,"F#",-6.008,"Major",0.0622,0.00766,0.000581,0.234,0.713,129.939,"4/4",3M 2S
"425","Isaac Dunbar","ferrari",1,"1MGxxrE534VUAYOiWaWwR2",0.456,0.527,"B",-9.325,"Minor",0.397,0.476,0,0.11,0.385,127.815,"4/4",3M 45S
"426","It’s","childhood of the sea (Feat. sowoon)",1,"7wQEL4LVsIE8NFYjFBftr4",0.54,0.525,"G",-5.105,"Major",0.0393,0.749,0,0.413,0.156,135.86,"4/4",4M 23S
"427","ITZY","달라달라 (DALLA DALLA)",3,"0GU5GuJQQEnnREO2FxnVPT",0.79,0.853,"B",-4.564,"Minor",0.0665,0.00116,4.23e-05,0.329,0.713,124.998,"4/4",3M 20S
"428","IU","eight(Prod.&Feat. SUGA of BTS)",2,"0pYacDCZuRhcrwGUA5nTBe",0.676,0.869,"C#",-1.573,"Major",0.0423,0.115,0,0.132,0.594,120.029,"4/4",2M 48S
"429","Iyla","Flowers",2,"0aPwsqShRgDtDohRU3qOvP",0.599,0.624,"C#",-6.119,"Minor",0.0422,0.0157,6.99e-06,0.14,0.44,75.505,"4/4",3M 55S
"430","Iyla","Juice",6,"2wG9CUSBZaF15R2ohLAnoe",0.744,0.428,"C",-6.723,"Major",0.0943,0.532,0,0.161,0.378,116.059,"4/4",3M 28S
"431","Iyla","Strings",12,"6rj48XPo5Gk9T7kXFYY93y",0.548,0.558,"C#",-4.339,"Minor",0.227,0.46,0,0.0788,0.7,80.031,"4/4",2M 56S
"432","JACKIE EXTREME","BIZARRE LOVE TRIANGLE",1,"3oSwfnDQ1sieUeebwyF8BU",0.651,0.616,"A#",-8.509,"Minor",0.0576,0.000209,0.47,0.103,0.406,115.988,"4/4",6M 45S
"433","Jaden","Ninety",1,"2jdw2tc29bqJwToyGvKgJm",0.398,0.69,"C#",-6.809,"Minor",0.0631,0.384,0.000437,0.129,0.174,129.904,"4/4",7M 48S
"434","Jae Stephens","got it like that",2,"47fYfyfbrH1Fk9HqIbT1Lk",0.712,0.555,"F#",-4.925,"Minor",0.143,0.443,1.78e-05,0.0966,0.632,87.944,"4/4",3M 18S
"435","James Arthur","Rewrite The Stars (with James Arthur & Anne-Marie)",1,"6mQLN3zRtAp6ovjusyYKrV",0.67,0.743,"A#",-4.993,"Major",0.0393,0.237,0,0.465,0.571,125.944,"4/4",3M 38S
"436","James Arthur","September",1,"0exZ0YogJPbjGzblpcZaw7",0.641,0.551,"A",-6.165,"Major",0.0532,0.147,0,0.12,0.417,102.912,"4/4",3M 41S
"437","James Arthur","Train Wreck",1,"55Am8neGJkdj2ADaM3aw5H",0.311,0.485,"F#",-5.726,"Minor",0.0365,0.701,0,0.0726,0.225,77.355,"4/4",3M 29S
"438","Jamie Miller","Here's Your Perfect",1,"2aTKrdenCq5qBOoJPFdn4P",0.558,0.454,"F#",-5.335,"Major",0.0551,0.499,0,0.146,0.424,113.12,"4/4",2M 39S
"439","Janet Jackson","Miss You Much",2,"4r5VaK6H1bq0cTGPMTN97Z",0.702,0.975,"F#",-7.968,"Minor",0.0396,0.0305,0.000134,0.165,0.646,115.185,"4/4",4M 12S
"440","Japanese Breakfast","Paprika",2,"3zyqphgXvgHe436IMKeey3",0.506,0.712,"E",-5.495,"Major",0.0334,0.0216,0,0.304,0.416,120.07,"4/4",3M 40S
"441","Japanese Breakfast","Posing For Cars",1,"525BSr4N8jG8MpWbFTd6A9",0.298,0.266,"G",-9.113,"Major",0.0321,0.301,0.0504,0.134,0.129,115.954,"3/4",6M 39S
"442","Jason Derulo","Swalla (feat. Nicki Minaj & Ty Dolla $ign)",1,"6kex4EBAj0WHXDKZMEJaaF",0.696,0.817,"C#",-3.862,"Major",0.109,0.075,0,0.187,0.782,98.064,"4/4",3M 36S
"443","Jax","Like My Father",4,"5YVmHTAsdWnoanWXB7AwZX",0.492,0.224,"F",-8.098,"Major",0.0493,0.91,0,0.142,0.424,93.039,"4/4",3M 3S
"444","Jazmine Sullivan","Girl Like Me (feat. H.E.R.)",2,"2sXydP9vPEYUH4uAWotuGu",0.5,0.638,"F#",-4.007,"Minor",0.0756,0.66,0,0.366,0.698,81.145,"4/4",3M 45S
"445","Jazmine Sullivan","Masterpiece (Mona Lisa)",3,"1ut7kUbh4H5skEkjHjXBYi",0.443,0.535,"G#",-6.43,"Major",0.0863,0.00865,8.17e-06,0.0591,0.23,85.261,"4/4",4M 6S
"446","Jean Deaux","Moody! (feat. Saba)",1,"3GH8eacML602pwvPdKiLAc",0.897,0.753,"C#",-9.129,"Minor",0.289,0.0291,0,0.585,0.785,84.478,"4/4",1M 45S
"447","jelani aryeh","Marigold",1,"0xtRShSDM9MNsaARH6hJkF",0.788,0.533,"E",-8.81,"Major",0.0573,0.119,1.29e-05,0.212,0.633,131.047,"4/4",4M 5S
"448","Jenevieve","Résumé",3,"2K2kujL7erU8ItCd2Tv5lh",0.82,0.447,"C",-7.686,"Major",0.085,0.277,4.1e-05,0.0583,0.661,149.98,"4/4",3M 0S
"449","Jennifer Hudson","Memory - From The Motion Picture Soundtrack ""Cats""",1,"7l6bGuXOsfTYnChFZNivuR",0.243,0.154,"A#",-11.833,"Major",0.0361,0.896,8.55e-06,0.0913,0.0839,76.752,"4/4",4M 25S
"450","Jennifer Lopez","Let's Get Loud",1,"42nSaPdT6g3ZIMHmKLlP2p",0.82,0.937,"F",-4.81,"Minor",0.0549,0.135,0.000122,0.35,0.906,130.992,"4/4",3M 59S
"451","Jessi","What Type of X",1,"0LweQRsfJ3pRAJJFy6DrR1",0.776,0.692,"D",-3.834,"Major",0.0555,0.0075,0,0.0588,0.543,95.972,"4/4",3M 18S
"452","Jessie J","Bang Bang",2,"0puf9yIluy9W0vpMEUoAnN",0.706,0.786,"C",-3.417,"Minor",0.091,0.26,0,0.38,0.751,150.028,"4/4",3M 19S
"453","Jessie J","Sexy Lady",1,"60YqDe8UqfRaSFZ6TvPI9u",0.71,0.841,"A",-7.082,"Major",0.0466,0.00542,1.56e-05,0.0712,0.942,127.989,"4/4",3M 14S
"454","Jessie Mueller","She Used To Be Mine",1,"7CBrUf50mf2IqcRZla38by",0.606,0.223,"F#",-8.567,"Major",0.0356,0.549,0,0.115,0.132,125.097,"3/4",4M 21S
"455","Jessie Mueller","What Baking Can Do",1,"0h77yfaXxrLMLz31uNDigN",0.704,0.553,"F#",-5.963,"Major",0.0478,0.595,0,0.0684,0.415,127.861,"4/4",3M 30S
"456","Jessie Reyez","SUGAR AT NIGHT",1,"30lD4PGWDpwIJPCEvsPAFM",0.435,0.583,"E",-4.424,"Minor",0.173,0.224,6.03e-06,0.261,0.393,153.685,"4/4",2M 58S
"457","jikamarie","lutang",1,"6jB7cmxRuvf5QUxYl73q0o",0.588,0.501,"D",-12.167,"Major",0.0374,0.36,0.000273,0.101,0.4,104.987,"4/4",4M 32S
"458","Johnny Orlando","Adelaide",1,"6Ptb2JSW4var9dPGCmsm3s",0.774,0.572,"G",-6.838,"Minor",0.0903,0.186,0,0.233,0.41,134.033,"4/4",3M 3S
"459","Joji","SLOW DANCING IN THE DARK",9,"0rKtyWc8bvkriBthvHKY8d",0.515,0.479,"D#",-7.458,"Major",0.0261,0.544,0.00598,0.191,0.284,88.964,"4/4",3M 29S
"460","JoJo","Baby It's You - 2018",1,"5TV96lkS2NF6kzILjORzLs",0.858,0.607,"C#",-4.199,"Major",0.118,0.0169,3.97e-05,0.0777,0.821,119.986,"3/4",3M 8S
"461","JoJo","Comeback (feat. Tory Lanez and 30 Roc)",1,"3wN7Spu4tWhefB3LooMLys",0.616,0.537,"G#",-7.719,"Minor",0.139,0.0932,0.000157,0.107,0.465,122.65,"4/4",2M 55S
"462","JoJo","Creature of Habit",1,"024JIwBZHRi8uyqEo0wm8K",0.7,0.387,"C",-7.671,"Minor",0.0809,0.34,0,0.278,0.447,123.103,"3/4",2M 57S
"463","JoJo","High Heels.",2,"3CwY9duCa29ye9TDno8mXT",0.455,0.719,"G#",-5.03,"Major",0.169,0.00312,3.58e-05,0.165,0.637,179.89,"3/4",3M 21S
"464","JoJo","Leave (Get Out) - 2018",1,"6nIcGJK6Pj1ThzC6r8O8hA",0.491,0.73,"D",-4.399,"Minor",0.0432,0.039,0,0.112,0.461,87.098,"4/4",4M 0S
"465","JoJo","Weak - 2018",1,"4YZaLNrZgiEztlf4TLMJuD",0.638,0.497,"A#",-6.257,"Minor",0.0368,0.0341,0,0.136,0.505,126.006,"4/4",5M 18S
"466","JON VINYL","Stacy",2,"6EbK8OLEbYvj6wWNik3A1f",0.399,0.466,"C#",-9.134,"Minor",0.268,0.809,0,0.0938,0.288,160.977,"4/4",2M 25S
"467","Joonil Jung","Hug Me",1,"1dAN9YSEram61KezA9X8lx",0.605,0.266,"C",-10.461,"Major",0.033,0.395,0,0.118,0.284,135.948,"4/4",4M 35S
"468","JVKE","this is what falling in love feels like",1,"4UG2Fm0E98LhE2dlNxiAXx",0.424,0.438,"B",-5.53,"Major",0.0553,0.617,0,0.0837,0.325,128.983,"5/4",2M 0S
"469","K/DA","DRUM GO DUM",1,"2JV5OBqTMW1F6PYOGZJatP",0.608,0.939,"B",-4.723,"Minor",0.0579,0.0116,0.0398,0.0656,0.403,175.028,"4/4",3M 21S
"470","K/DA","MORE",1,"6juLaduD4STCUDWT0AYun4",0.66,0.787,"C#",-4.592,"Minor",0.032,0.00257,0,0.323,0.199,142.018,"4/4",3M 37S
"471","K/DA","POP/STARS",1,"5sbooPcNgIE22DwO0VNGUJ",0.566,0.769,"G",-4.342,"Major",0.0872,0.0183,0,0.108,0.385,170.036,"4/4",3M 11S
"472","K/DA","THE BADDEST",1,"2V4Fx72svQRxrFvNT1eq5f",0.676,0.857,"A#",-4.368,"Minor",0.0438,0.0215,0,0.254,0.717,149.981,"4/4",2M 43S
"473","Kacey Musgraves","Golden Hour",2,"0pMfPzdRiPAoSM9yWF4OcT",0.611,0.555,"F#",-6.372,"Minor",0.0274,0.0952,0,0.11,0.413,88.969,"4/4",3M 18S
"474","Kacey Musgraves","justified",1,"4wONXG4GqWSscEyZlx300W",0.669,0.552,"C",-7.98,"Major",0.0587,0.807,0.000874,0.321,0.488,100.102,"4/4",3M 1S
"475","Kali","DO A BITCH",1,"3t7NM4j6pmzJqck5sQdyAF",0.614,0.41,"C#",-11.034,"Minor",0.422,0.0865,6.87e-06,0.159,0.31,104.482,"4/4",2M 45S
"476","Kali Uchis","Dead to Me",4,"6LOZws7T3jqZz78unPgFF9",0.675,0.761,"E",-4.469,"Minor",0.0466,0.432,0,0.102,0.428,119.001,"4/4",3M 20S
"477","Kali Uchis","fue mejor",3,"1CrPPsibP3uTc3DSI5vQC5",0.769,0.384,"F",-7.414,"Minor",0.0353,0.239,0.000227,0.0762,0.23,106.002,"4/4",3M 51S
"478","Kali Uchis","la luz(Fín)",3,"4a1s8jkTbAoTlvj6x8pHK6",0.732,0.457,"B",-8.215,"Minor",0.0969,0.0851,2.28e-05,0.0805,0.58,166.012,"4/4",3M 0S
"479","Kali Uchis","telepatía",1,"6tDDoYIxWvMLTdKpjFkc1B",0.653,0.524,"B",-9.016,"Minor",0.0502,0.112,0,0.203,0.553,83.97,"4/4",2M 40S
"480","Kanye West","Monster",3,"1ZHYJ2Wwgxes4m8Ba88PeK",0.628,0.692,"D",-5.64,"Major",0.202,0.00244,0.0129,0.668,0.0963,124.887,"5/4",6M 19S
"481","Kari Faux","Look At That",1,"3yOdTp1xYdqYVUOBQT4Cjl",0.877,0.731,"G",-4.621,"Major",0.193,0.00849,0.0119,0.489,0.791,92.053,"4/4",2M 3S
"482","Kate Baldwin","Time Stops",1,"7pTuQ4yfH5JA6b6UH4S5Ya",0.305,0.4,"G",-9.583,"Major",0.0277,0.851,0,0.0856,0.115,82.523,"4/4",3M 20S
"483","Katy Perry","Daisies",1,"4uqh9bualXNHXXwO2wPorc",0.639,0.546,"C#",-5.382,"Major",0.0407,0.0837,0,0.122,0.149,122.179,"4/4",2M 53S
"484","Katy Perry","Last Friday Night (T.G.I.F.)",1,"3avYqdwHKEq8beXbeWCKqJ",0.652,0.812,"D#",-3.797,"Minor",0.0409,0.00125,3.01e-05,0.667,0.72,126.023,"4/4",3M 51S
"485","Kayla Nicole","Bundles (feat. Taylor Girlz)",2,"3QqYZWQLn0evKMIRlGJeeR",0.939,0.682,"B",-5.931,"Major",0.306,0.00152,0,0.0552,0.584,130.022,"4/4",2M 35S
"486","Ke$ha","Cannibal",4,"3JTMWdhcJPiegDSe7SvZS3",0.71,0.68,"C#",-4.676,"Major",0.106,0.0078,0.0165,0.0493,0.571,129.971,"4/4",3M 14S
"487","Ke$ha","TiK ToK",1,"0HPD5WQqrq7wPWR7P7Dw1i",0.755,0.837,"D",-2.718,"Minor",0.142,0.0991,0,0.289,0.714,120.028,"4/4",3M 20S
"488","Keala Settle","The Negative",1,"3i8zsYoNVBR70hhGaZUbxK",0.58,0.601,"C#",-7.249,"Major",0.199,0.304,0,0.294,0.633,144.107,"4/4",2M 28S
"489","Kehlani","Honey",20,"5QTdOvIF2ehBMZpSIIGzIo",0.606,0.24,"D#",-7.102,"Major",0.0369,0.772,0,0.0819,0.526,96.792,"4/4",3M 19S
"490","Kehlani","Nights Like This (feat. Ty Dolla $ign)",1,"6ZRuF2n1CQxyxxAAWsKJOy",0.61,0.725,"G#",-5.131,"Major",0.15,0.367,0,0.154,0.291,146.163,"4/4",3M 22S
"491","Keiynan Lonsdale","Gay Street Fighter",1,"607TYbZB8Xwg2TnMUawVDo",0.626,0.847,"C#",-4.971,"Major",0.224,0.291,0,0.0404,0.483,103.029,"4/4",3M 49S
"492","Kelechi","Forever Tonight",1,"23ZnsDSKdaK27RotvnWR0Y",0.499,0.721,"G",-6.785,"Major",0.0385,0.000881,0,0.101,0.293,113.868,"4/4",4M 0S
"493","Kelela","LMK_WHAT’S REALLY GOOD REMIX_ FEAT_PRINCESS NOKIA_JUNGLEPUSSY_CUPCAKKE_MS. BOOGIE_100 BPM",2,"1q5h9UkGVYVoec4ydU9P0d",0.727,0.623,"B",-6.028,"Major",0.0512,0.0374,0,0.0896,0.224,99.982,"4/4",5M 21S
"494","Kelis","Milkshake",1,"2s0ouHqJebHfiQ6C1GUFJd",0.891,0.77,"C#",-6.124,"Major",0.0439,0.00862,0.0315,0.155,0.819,112.997,"4/4",3M 3S
"495","Kelly Clarkson","Heartbeat Song",1,"7FC9Lng8iXU081lbigu8m8",0.49,0.798,"F#",-3.66,"Major",0.0489,0.0137,0,0.0627,0.479,149.109,"4/4",3M 19S
"496","Kelsea Ballerini","I Quit Drinking",1,"6OcCk1dbAb7XNHsC098oEM",0.607,0.418,"C#",-6.997,"Major",0.0363,0.394,0,0.182,0.386,95.002,"4/4",2M 51S
"497","Kelsey Lu","Poor Fake",3,"0X1VFWzml1YdSOOkxzOK0G",0.406,0.661,"C",-6.131,"Major",0.0416,0.073,1.1e-05,0.0811,0.286,110.615,"4/4",4M 41S
"498","Kesha","Raising Hell (feat. Big Freedia)",2,"3Ex5RFJRUdpHcDOLXJOVLy",0.676,0.869,"C#",-4.689,"Minor",0.132,0.00134,6.77e-05,0.0692,0.271,114.991,"4/4",2M 50S
"499","Kilo Kish","NICE OUT",2,"47k1Ox90yk7EicCAd3QDhc",0.684,0.914,"B",-3.596,"Minor",0.0333,0.00229,0.288,0.299,0.181,108.984,"4/4",4M 7S
"500","Kim Dong Han","SUNSET",1,"4gm6l9GdATKIeLObiqgmIf",0.695,0.906,"F",-2.635,"Major",0.06,0.0481,0,0.0759,0.625,108.009,"4/4",3M 32S
"501","Kim Jeong_uk","I need you. Period.",1,"15VRd7FjAd5PVfNp4PRCVR",0.598,0.661,"A",-4.679,"Major",0.0278,0.377,5.06e-06,0.177,0.477,111.923,"4/4",3M 3S
"502","Kim Petras","Do Me",1,"7xPzc46jIlrvO5gzazcWMy",0.595,0.575,"A",-7.214,"Major",0.0342,0.000651,0.00108,0.11,0.354,134.018,"4/4",3M 32S
"503","Kim Petras","I Don't Want It at All",2,"4qexD6ObR5nzpFJNpvQxIr",0.766,0.739,"F#",-3.011,"Minor",0.0835,0.105,0,0.084,0.751,110.018,"4/4",4M 11S
"504","Kim Petras","Icy",7,"5uVRkwOe3DGXxeLhEXhonQ",0.461,0.688,"F#",-4.63,"Minor",0.0795,0.0243,0.000239,0.24,0.34,192.94,"4/4",3M 10S
"505","Kim Petras","Malibu",3,"31k41EAntOsjbRBcAASfiL",0.629,0.828,"D",-4.766,"Major",0.173,0.0249,0.000221,0.206,0.512,120.018,"4/4",3M 12S
"506","Kim Petras","Purgatory",1,"0xRdK85KUPVppTaMB5nqCb",0.789,0.659,"C",-8.77,"Major",0.0434,0.358,0.915,0.0713,0.108,114.006,"4/4",2M 8S
"507","Kim Petras","There Will Be Blood",9,"75HFFq9W7Em0dTBG8QeGcT",0.563,0.879,"C",-4.735,"Minor",0.0907,0.00125,1.76e-05,0.166,0.602,107.013,"4/4",3M 18S
"508","KiNG MALA","If I Try to Find You",3,"3AbBlum0sfqCwevALGU0yb",0.447,0.35,"A#",-9.739,"Major",0.0489,0.408,0.000381,0.302,0.153,103.844,"4/4",3M 48S
"509","KiNG MALA","she calls me daddy",5,"4nBsvvjN134KFVcvFMLWwK",0.796,0.426,"A",-7.994,"Major",0.0324,0.031,0.00446,0.171,0.572,100.006,"4/4",3M 4S
"510","King Princess","1950",1,"0CZ8lquoTX2Dkg7Ak2inwA",0.6,0.535,"E",-7.043,"Major",0.107,0.648,4.7e-06,0.162,0.269,71.912,"4/4",3M 45S
"511","King Princess","Ain't Together",1,"4aGvs7y4hQIbGss7zmEXKf",0.714,0.658,"C",-5.497,"Major",0.0315,0.267,0,0.176,0.766,81.553,"4/4",3M 22S
"512","King Princess","Hit the Back",1,"3Arv0bXiHn3xNxe5YbqQOr",0.578,0.784,"G",-5.38,"Major",0.0905,0.106,0.00134,0.126,0.254,113.452,"4/4",3M 24S
"513","King Princess","Only Time Makes It Human",1,"1VpkwLKRFjxIw2elI7m1Oz",0.729,0.672,"D",-4.815,"Major",0.0351,0.00353,7.06e-05,0.275,0.663,115.023,"4/4",3M 25S
"514","King Princess","Pussy Is God",1,"6VCeywT4JeawuZOUkQ1okx",0.739,0.621,"B",-6.929,"Minor",0.238,0.049,0.00369,0.0718,0.462,85.969,"4/4",3M 26S
"515","King Princess","Talia",1,"53jbdPQBaH6WaQvW0zmGBs",0.401,0.507,"D",-7.001,"Major",0.089,0.549,0,0.164,0.236,180.159,"4/4",3M 28S
"516","Kitty","Last Minute",1,"2CYjj1aOZ7UBSxs6KjPckb",0.637,0.779,"F",-6.065,"Major",0.0358,0.183,0.541,0.739,0.317,125.981,"4/4",4M 15S
"517","Kristin Chenoweth","Popular - From ""Wicked"" Original Broadway Cast Recording/2003",1,"57Pk2GU0ABFYBbbcgYxqki",0.715,0.227,"C",-12.692,"Major",0.172,0.778,0,0.148,0.535,88.864,"4/4",3M 44S
"518","Kyle Dion","Purr (feat. Kari Faux)",1,"4ApwuKgd7lEopLTxSA8oDZ",0.659,0.702,"B",-4.784,"Minor",0.0598,0.159,0,0.216,0.698,156.071,"4/4",2M 45S
"519","Kylie Minogue","Say Something",1,"6FG0Mgz3S4aiCIheLLzJTr",0.635,0.845,"C",-4.816,"Minor",0.0525,0.027,0.0128,0.135,0.463,107.013,"4/4",3M 33S
"520","L Devine","Peachy Keen",1,"4UNy1y0n6xmZjpepfF9WuN",0.806,0.439,"G#",-8.917,"Major",0.068,0.0625,0.00837,0.098,0.489,131.056,"4/4",2M 28S
"521","Labrinth","Jealous",1,"4G92yYrUs0cvY7G41YRI0z",0.439,0.153,"C#",-8.95,"Major",0.0479,0.874,0,0.107,0.104,116.76,"3/4",4M 48S
"522","Labrinth","New Girl",1,"2TzwPoIbAE6g70DBsvUGSt",0.668,0.0817,"E",-20.564,"Major",0.0615,0.982,0.878,0.0775,0.127,80.746,"3/4",1M 3S
"523","LADIES' CODE","Jane Doe",1,"7Cfq2wDpQHzO2NjNYxlADU",0.724,0.64,"F",-5.178,"Minor",0.102,0.146,0,0.185,0.67,94.952,"4/4",3M 36S
"524","LADIES' CODE","The Rain",2,"3aIOlfZIifPCj0DZc2MRpJ",0.684,0.592,"C#",-5.889,"Minor",0.0648,0.0494,0,0.17,0.686,99.02,"4/4",3M 34S
"525","Lady Gaga","Million Reasons",1,"7dZ1Odmx9jWIweQSatnRqo",0.666,0.423,"C",-8.012,"Major",0.043,0.494,0,0.106,0.154,129.89,"4/4",3M 25S
"526","LaLa Ri","BAD BITCH TIP",1,"36LeNokJN38Sl2k6qkH5Or",0.775,0.865,"D",-5.069,"Major",0.213,0.0423,0,0.149,0.559,104.068,"4/4",3M 10S
"527","Lana Del Rey","Happiness is a butterfly",12,"3lG6OtGDsYAOALxEmubQQm",0.467,0.119,"D",-10.99,"Major",0.0401,0.969,1.4e-06,0.0973,0.156,70.499,"4/4",4M 32S
"528","Lana Del Rey","Love song",3,"5tyMJlMqaggzvuX7TtlrTe",0.384,0.0701,"A",-16.512,"Major",0.0367,0.966,0.00017,0.0805,0.288,63.425,"4/4",3M 49S
"529","Lana Del Rey","Norman fucking Rockwell",4,"3RIgHHpnFKj5Rni1shokDj",0.215,0.203,"F",-12.65,"Major",0.0346,0.968,0.0585,0.0923,0.143,78.287,"1/4",4M 9S
"530","Lana Del Rey","Not All Who Wander Are Lost",3,"0Z3JiHn6mhcObPmKhV9WRW",0.445,0.116,"G",-14.87,"Major",0.0368,0.947,1.69e-05,0.11,0.139,167.992,"4/4",4M 6S
"531","Lany","malibu nights",2,"0Eqg0CQ7bK3RQIMPw1A7pl",0.559,0.422,"B",-11.89,"Major",0.195,0.701,1.99e-06,0.0853,0.191,74.002,"4/4",4M 47S
"532","Lauren Aquilina","Bad People",1,"3p36MxKwwOyRyldSMejrSi",0.685,0.207,"D",-6.667,"Major",0.0384,0.912,0,0.106,0.335,79.985,"4/4",3M 17S
"533","Lauren Aquilina","King",1,"0zhzkkSXFj60Y5fzb2j9hU",0.693,0.205,"E",-9.403,"Major",0.0276,0.901,0,0.103,0.236,82.44,"4/4",3M 58S
"534","Lauren Aquilina","Psycho",2,"1f8rNDwlm7J1OoCHAEJDLq",0.825,0.625,"A",-6.038,"Major",0.0518,0.165,0,0.112,0.557,117.967,"4/4",3M 37S
"535","Lauv","Fake",1,"4Gt2kh3QbAGU6yquOWn4aW",0.703,0.657,"E",-5.363,"Major",0.0783,0.139,0,0.093,0.455,82.96,"4/4",2M 26S
"536","Lauv","Never Not",4,"4fFfyouye6vrX9o9z4PVMu",0.47,0.221,"F",-9.243,"Major",0.0371,0.693,0,0.104,0.264,133.714,"4/4",3M 28S
"537","Leadley","Love Me Like That",5,"6sBl3P7CiayUujRDudcoXN",0.959,0.495,"G",-5.513,"Major",0.0822,0.146,0.000214,0.0661,0.886,104.988,"4/4",2M 13S
"538","League of Legends","Seraphine, The Starry-Eyed Songstress",1,"29kJz9cOUnTVOKwQWbQCsh",0.453,0.432,"G",-11.265,"Minor",0.0315,0.467,0.00741,0.181,0.128,85.998,"4/4",4M 38S
"539","League of Legends","Taliyah, the Stoneweaver (From League of Legends: Season 6)",1,"78Zx8RioGOBhQ6coIm9nMb",0.517,0.467,"F#",-12.924,"Minor",0.0411,0.584,0.94,0.113,0.441,107.99,"3/4",3M 15S
"540","Leah Kate","Fuck Up the Friendship",2,"1ddKUwm3UuvcMWLLAgOIcX",0.744,0.736,"C#",-5.258,"Minor",0.291,0.142,1.1e-05,0.11,0.77,103.993,"4/4",2M 53S
"541","Lee Seung Yoon","Unspoken",2,"2berS6jFrr5FDB4XvqLgPr",0.426,0.931,"D",-4.381,"Major",0.0644,0.0155,0,0.195,0.55,167.992,"4/4",4M 17S
"542","Leikeli47","Look",2,"6izVrYFnOGLgzmIO8EoUiQ",0.956,0.576,"G",-4.56,"Major",0.102,0.0262,0.462,0.0953,0.423,122.042,"4/4",2M 8S
"543","Lenii","White Lie",1,"6lZRybpY3OTgnufOBR91dg",0.674,0.666,"B",-4.073,"Minor",0.04,0.02,0,0.385,0.398,90.001,"4/4",3M 33S
"544","Leona Lewis","Better in Time",1,"2iXBZ32Fz5VDCLeE0JIdX5",0.584,0.7,"F#",-4.251,"Major",0.0506,0.512,2.43e-05,0.13,0.549,163.953,"4/4",3M 54S
"545","Leona Lewis","Broken",1,"6GkhqHiFccqcuZUgF7ee9i",0.492,0.727,"B",-2.978,"Minor",0.0347,0.112,5.15e-05,0.198,0.24,138.038,"4/4",4M 3S
"546","Lil Mariko","Disgusting",2,"70u2tvGnIkPG6ZkeXmfaZd",0.889,0.737,"C#",-6.432,"Major",0.101,0.00731,0.00604,0.0348,0.508,130.025,"4/4",2M 36S
"547","Lil Nas X","INDUSTRY BABY (feat. Jack Harlow)",4,"27NovPIUIRrOZoCHxABJwK",0.736,0.704,"D#",-7.409,"Minor",0.0615,0.0203,0,0.0501,0.894,149.995,"4/4",3M 32S
"548","Lil Nas X","MONTERO (Call Me by Your Name)",4,"1SC5rEoYDGUK4NfG82494W",0.593,0.503,"G#",-6.725,"Minor",0.22,0.293,0,0.405,0.71,178.781,"4/4",2M 18S
"549","Lil Wayne","Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",1,"4dASQiO1Eoo3RJvt74FtXB",0.502,0.786,"A",-4.378,"Minor",0.317,0.255,0,0.65,0.739,169.021,"4/4",4M 3S
"550","Lilacs.","Lately I've Been Sad",1,"07akFpJE3QL6ZeyBjnMjpz",0.741,0.35,"A",-15.925,"Major",0.0493,0.352,0.00368,0.406,0.649,140.037,"4/4",3M 3S
"551","Lily Allen","Fuck You",1,"1GCbc1vpkZA2zhjsSFhmHT",0.775,0.904,"C#",-4.08,"Minor",0.0437,0.0271,0.000303,0.06,0.84,130.009,"4/4",3M 40S
"552","Lily Allen","Somewhere Only We know - Live From Spotify, London",2,"7FnHpKPgVC6GE0RRCJNB2T",0.349,0.33,"A#",-8.65,"Major",0.0357,0.891,3.42e-05,0.736,0.16,76.71,"4/4",3M 48S
"553","Lisa","MONEY",1,"7hU3IHwjX150XLoTVmjD0q",0.831,0.554,"C#",-9.998,"Minor",0.218,0.161,6.12e-05,0.152,0.396,140.026,"4/4",2M 48S
"554","Little Mix","Confetti (feat. Saweetie)",1,"40JjCZcdzT9ldZk5DhFqdZ",0.733,0.643,"A",-6.45,"Minor",0.053,0.178,0,0.0609,0.485,107.088,"4/4",3M 5S
"555","Little Mix","Love Me or Leave Me",2,"1n73Qe6oEprLsUNHXET2pb",0.437,0.351,"F#",-6.823,"Minor",0.0313,0.566,0,0.0888,0.383,68.659,"4/4",3M 26S
"556","Little Mix","Sweet Melody",1,"76Tuo484SLohJakHLnGI3B",0.448,0.824,"F",-4.249,"Minor",0.057,0.0739,0,0.113,0.419,119.965,"4/4",3M 34S
"557","LIZ","When I Rule the World",6,"7nu0Lc0jJltztDxsGeoPiG",0.768,0.633,"G#",-4.089,"Minor",0.157,0.00951,0,0.199,0.824,129.074,"4/4",3M 6S
"558","Lizzo","Better in Color",5,"0bt3YJTupDqdTKpnFFgs7f",0.702,0.928,"G",-2.039,"Major",0.199,0.0353,3.02e-06,0.192,0.556,129.894,"4/4",2M 13S
"559","Lizzo","Boys",3,"1du4tPkvJfCIuVL6WMtqSs",0.892,0.588,"C#",-4.287,"Minor",0.11,0.00319,0.000162,0.0498,0.753,120.042,"4/4",2M 53S
